address,name,online_order,book_table,rate,votes,phone,location,rest_type,dish_liked,cuisines,approx_cost(for two people),reviews_list,cuisines_count,listed_in(type),listed_in(city)
"Address_354, Bangalore",McDonald's,No,No,3.8/5,2650,080-1659867,Indiranagar,Quick Service Restaurant,Steak,"Thai, Chinese, Desserts, Mexican, South Indian",800,Sample Review Text...,5,Pubs and bars,Bengaluru
"Address_760, Bangalore",McDonald's,Yes,No,,591,080-4736280,MG Road,Casual Dining,Pizza,"Mexican, Beverages, South Indian, Chinese, North Indian",200,Sample Review Text...,5,Cafes,Bengaluru
"Address_357, Bangalore",Leon Grill,Yes,Yes,,579,080-3190059,Marathahalli,Fine Dining,Biryani,Desserts,3000,Sample Review Text...,1,Dine-out,Bengaluru
"Address_413, Bangalore",Resto_413,Yes,No,4.0/5,462,080-7169641,JP Nagar,Pub,Dosa,"Desserts, Italian, Continental, Mexican",600,Sample Review Text...,4,Delivery,Bengaluru
"Address_259, Bangalore",Resto_259,No,No,3.6/5,2312,080-9094465,JP Nagar,Pub,Pasta,"Mexican, Italian, Fast Food",2500,Sample Review Text...,3,Drinks & nightlife,Bengaluru
"Address_383, Bangalore",Burger King,Yes,Yes,4.7/5,1697,080-9230660,Jayanagar,Pub,Biryani,"Fast Food, South Indian, Italian, Chinese",1500,Sample Review Text...,4,Drinks & nightlife,Bengaluru
"Address_988, Bangalore",Onesta,No,No,4.8/5,260,080-8322660,Marathahalli,Bakery,Salad,"Beverages, Desserts, Mexican, Continental, Chinese",3000,Sample Review Text...,5,Pubs and bars,Bengaluru
"Address_615, Bangalore",Onesta,Yes,Yes,2.9/5,339,080-2011111,JP Nagar,Pub,Burgers,"Italian, Chinese",400,Sample Review Text...,2,Delivery,Bengaluru
"Address_947, Bangalore",Resto_947,No,Yes,2.4/5,1103,080-7296917,HSR Layout,Quick Service Restaurant,Biryani,"North Indian, Thai, Continental",600,Sample Review Text...,3,Buffet,Bengaluru
"Address_256, Bangalore",Leon Grill,No,Yes,3.5/5,481,080-8239315,Indiranagar,Bakery,Steak,"Fast Food, Beverages",200,Sample Review Text...,2,Drinks & nightlife,Bengaluru
"Address_746, Bangalore",McDonald's,Yes,Yes,3.3/5,1122,080-8883139,Indiranagar,Casual Dining,Biryani,"South Indian, Thai","2,000",Sample Review Text...,2,Pubs and bars,Bengaluru
"Address_655, Bangalore",Resto_655,No,Yes,2.1/5,1424,080-8282586,Koramangala,Pub,Steak,"Continental, Italian, North Indian",1200,Sample Review Text...,3,Pubs and bars,Bengaluru
"Address_127, Bangalore",Resto_127,No,Yes,4.7/5,2969,080-1563316,Indiranagar,Casual Dining,Salad,"Fast Food, North Indian, Italian, Chinese",400,Sample Review Text...,4,Buffet,Bengaluru
"Address_881, Bangalore",Onesta,No,Yes,3.0/5,1102,080-9907637,JP Nagar,Quick Service Restaurant,Burgers,"South Indian, Fast Food, Italian, Mexican",3000,Sample Review Text...,4,Delivery,Bengaluru
"Address_140, Bangalore",Resto_140,Yes,Yes,4.1/5,1631,080-7528964,Indiranagar,Quick Service Restaurant,Sushi,"Fast Food, Italian","3,000",Sample Review Text...,2,Cafes,Bengaluru
"Address_845, Bangalore",Burger King,No,No,3.7/5,676,080-1523448,Marathahalli,Bakery,Biryani,"Fast Food, Continental, Italian, North Indian, Beverages",400,Sample Review Text...,5,Delivery,Bengaluru
"Address_24, Bangalore",Empire Restaurant,Yes,No,4.8/5,1352,080-7851696,JP Nagar,Fine Dining,Sushi,Continental,2500,Sample Review Text...,1,Cafes,Bengaluru
"Address_291, Bangalore",Burger King,No,No,,904,080-2018380,Indiranagar,Casual Dining,Sushi,"Desserts, Chinese","2,000",Sample Review Text...,2,Buffet,Bengaluru
"Address_932, Bangalore",Pizza Hut,Yes,No,4.8/5,2315,080-6987463,JP Nagar,Casual Dining,Salad,"Desserts, Italian, Beverages, South Indian",200,Sample Review Text...,4,Dine-out,Bengaluru
"Address_992, Bangalore",KFC,Yes,No,2.8/5,2803,080-3883285,JP Nagar,Cafe,Steak,"Thai, Desserts, South Indian, Beverages, Italian",600,Sample Review Text...,5,Buffet,Bengaluru
"Address_859, Bangalore",Resto_859,No,Yes,2.3/5,2800,080-4040589,Jayanagar,Pub,Salad,Beverages,2000,Sample Review Text...,1,Drinks & nightlife,Bengaluru
"Address_487, Bangalore",Resto_487,Yes,No,3.0/5,1847,080-8410303,Marathahalli,Bakery,Burgers,"Thai, Desserts, Fast Food, South Indian",1500,Sample Review Text...,4,Drinks & nightlife,Bengaluru
"Address_785, Bangalore",Resto_785,No,Yes,3.4/5,2893,080-9234422,Jayanagar,Casual Dining,Steak,"Chinese, Continental, Beverages",,Sample Review Text...,3,Pubs and bars,Bengaluru
"Address_263, Bangalore",Resto_263,Yes,Yes,2.3/5,1130,080-5773013,MG Road,Quick Service Restaurant,Sushi,"Mexican, Italian, North Indian, Thai",400,Sample Review Text...,4,Drinks & nightlife,Bengaluru
"Address_369, Bangalore",Resto_369,No,Yes,2.3/5,1965,080-7800818,Whitefield,Cafe,Pasta,"Fast Food, North Indian, Desserts, Italian",600,Sample Review Text...,4,Drinks & nightlife,Bengaluru
"Address_835, Bangalore",Burger King,Yes,No,4.6/5,604,080-5589441,Marathahalli,Fine Dining,Salad,"Beverages, South Indian, Desserts, Mexican",1200,Sample Review Text...,4,Drinks & nightlife,Bengaluru
"Address_577, Bangalore",Onesta,Yes,No,-,245,080-8107177,Koramangala,Pub,Salad,"Beverages, South Indian",200,Sample Review Text...,2,Buffet,Bengaluru
"Address_302, Bangalore",Leon Grill,Yes,Yes,2.7/5,2543,080-1381650,Jayanagar,Bar,Sushi,"North Indian, Thai, Chinese",1000,Sample Review Text...,3,Dine-out,Bengaluru
"Address_56, Bangalore",Resto_56,Yes,No,3.2/5,1000,080-7418028,MG Road,Pub,Burgers,"South Indian, Fast Food",400,Sample Review Text...,2,Cafes,Bengaluru
"Address_989, Bangalore",Leon Grill,No,Yes,4.2/5,2634,080-5518560,JP Nagar,Fine Dining,Biryani,"North Indian, Mexican, South Indian, Thai, Beverages",800,Sample Review Text...,5,Pubs and bars,Bengaluru
"Address_546, Bangalore",Resto_546,Yes,No,3.2/5,1552,080-2977453,Jayanagar,Quick Service Restaurant,Dosa,Thai,800,Sample Review Text...,1,Drinks & nightlife,Bengaluru
"Address_895, Bangalore",Leon Grill,No,Yes,NEW,1882,080-9724962,JP Nagar,Pub,Dosa,"Desserts, Continental, Thai",1200,Sample Review Text...,3,Buffet,Bengaluru
"Address_690, Bangalore",Resto_690,No,Yes,3.5/5,837,080-8950226,JP Nagar,Pub,Biryani,"Continental, Desserts, Beverages, Chinese, South Indian",600,Sample Review Text...,5,Drinks & nightlife,Bengaluru
"Address_740, Bangalore",Resto_740,Yes,No,3.6/5,880,080-8654679,Marathahalli,Quick Service Restaurant,Biryani,"North Indian, Mexican, Chinese, Thai, Italian",800,Sample Review Text...,5,Drinks & nightlife,Bengaluru
"Address_695, Bangalore",Onesta,No,No,2.9/5,320,080-5203347,HSR Layout,Cafe,Pizza,"South Indian, Mexican, Desserts",2000,Sample Review Text...,3,Buffet,Bengaluru
"Address_987, Bangalore",Resto_987,No,No,3.5/5,146,080-4288145,Marathahalli,Casual Dining,Pasta,"South Indian, Italian, Mexican",2000,Sample Review Text...,3,Delivery,Bengaluru
"Address_348, Bangalore",Resto_348,Yes,No,4.0/5,278,080-6897466,Koramangala,Bakery,Burgers,Beverages,400,Sample Review Text...,1,Pubs and bars,Bengaluru
"Address_21, Bangalore",Leon Grill,No,Yes,4.7/5,1686,080-4731818,HSR Layout,Quick Service Restaurant,Burgers,"Chinese, Mexican",200,Sample Review Text...,2,Cafes,Bengaluru
"Address_995, Bangalore",Onesta,Yes,Yes,4.4/5,1366,080-6160344,HSR Layout,Quick Service Restaurant,Pizza,Chinese,1200,Sample Review Text...,1,Drinks & nightlife,Bengaluru
"Address_113, Bangalore",KFC,No,No,4.1/5,255,080-6263895,Jayanagar,Pub,Pasta,"Beverages, Thai",2000,Sample Review Text...,2,Cafes,Bengaluru
"Address_286, Bangalore",Resto_286,Yes,Yes,3.7/5,2829,080-6677780,Marathahalli,Fine Dining,Biryani,"South Indian, Thai, Chinese, Desserts, Mexican",2000,Sample Review Text...,5,Delivery,Bengaluru
"Address_827, Bangalore",Resto_827,Yes,No,3.3/5,2710,080-6659210,Jayanagar,Cafe,Burgers,"South Indian, Italian, Chinese, North Indian, Beverages",2000,Sample Review Text...,5,Delivery,Bengaluru
"Address_12, Bangalore",Nandhana Palace,Yes,Yes,3.3/5,1728,080-1247595,Jayanagar,Quick Service Restaurant,Pizza,"Italian, Chinese, Desserts, Mexican",2500,Sample Review Text...,4,Dine-out,Bengaluru
"Address_679, Bangalore",McDonald's,No,No,4.3/5,1741,080-6701595,MG Road,Quick Service Restaurant,Biryani,Continental,2000,Sample Review Text...,1,Drinks & nightlife,Bengaluru
"Address_322, Bangalore",Resto_322,No,Yes,2.6/5,2520,080-4562439,MG Road,Bakery,Biryani,Thai,1200,Sample Review Text...,1,Pubs and bars,Bengaluru
"Address_591, Bangalore",Resto_591,No,No,3.6/5,658,080-6431331,MG Road,Quick Service Restaurant,Sushi,"Mexican, North Indian, Italian, Beverages, Thai",3000,Sample Review Text...,5,Delivery,Bengaluru
"Address_336, Bangalore",Empire Restaurant,Yes,Yes,2.8/5,2521,080-6109503,Marathahalli,Cafe,Steak,"Thai, Continental",3000,Sample Review Text...,2,Pubs and bars,Bengaluru
"Address_115, Bangalore",Resto_115,No,No,4.0/5,1555,080-2325893,MG Road,Bar,Sushi,"South Indian, Continental, North Indian","1,000",Sample Review Text...,3,Cafes,Bengaluru
"Address_328, Bangalore",Onesta,No,Yes,,180,080-4520626,Indiranagar,Quick Service Restaurant,Sushi,"North Indian, Chinese, Continental, Fast Food",3000,Sample Review Text...,4,Dine-out,Bengaluru
"Address_510, Bangalore",Burger King,No,No,2.6/5,1736,080-4378948,Jayanagar,Pub,Dosa,"Continental, Fast Food",3000,Sample Review Text...,2,Cafes,Bengaluru
"Address_47, Bangalore",Resto_47,Yes,No,3.3/5,1139,080-2754894,Jayanagar,Pub,Pasta,"Desserts, Chinese, Fast Food, South Indian",1500,Sample Review Text...,4,Drinks & nightlife,Bengaluru
"Address_162, Bangalore",McDonald's,Yes,No,3.2/5,867,080-6766993,Marathahalli,Quick Service Restaurant,Biryani,"Continental, Thai, South Indian","3,000",Sample Review Text...,3,Delivery,Bengaluru
"Address_641, Bangalore",Resto_641,Yes,Yes,NEW,435,080-7443851,Marathahalli,Fine Dining,Steak,"Thai, Italian, Beverages, North Indian",600,Sample Review Text...,4,Delivery,Bengaluru
"Address_81, Bangalore",Empire Restaurant,No,Yes,3.4/5,617,080-3895058,Koramangala,Bakery,Biryani,Thai,400,Sample Review Text...,1,Dine-out,Bengaluru
"Address_990, Bangalore",McDonald's,No,No,3.0/5,1870,080-3951233,Koramangala,Casual Dining,Sushi,South Indian,"1,000",Sample Review Text...,1,Drinks & nightlife,Bengaluru
"Address_626, Bangalore",Resto_626,No,No,4.5/5,716,080-1689543,Whitefield,Fine Dining,Sushi,"Thai, Mexican, Beverages",1000,Sample Review Text...,3,Buffet,Bengaluru
"Address_398, Bangalore",Burger King,No,No,3.3/5,500,080-9357316,Whitefield,Bakery,Biryani,"Italian, South Indian, North Indian, Desserts",200,Sample Review Text...,4,Dine-out,Bengaluru
"Address_901, Bangalore",Nandhana Palace,Yes,Yes,2.6/5,696,080-5772192,MG Road,Bar,Pasta,"Chinese, Continental, Beverages, Desserts",2500,Sample Review Text...,4,Delivery,Bengaluru
"Address_215, Bangalore",Leon Grill,No,No,2.5/5,1652,080-3835093,Koramangala,Cafe,Pizza,"South Indian, Italian",200,Sample Review Text...,2,Drinks & nightlife,Bengaluru
"Address_416, Bangalore",Burger King,No,No,4.4/5,656,080-6482263,Whitefield,Pub,Salad,Thai,1500,Sample Review Text...,1,Pubs and bars,Bengaluru
"Address_586, Bangalore",McDonald's,No,Yes,3.5/5,1076,080-2766607,Koramangala,Pub,Dosa,Italian,2500,Sample Review Text...,1,Cafes,Bengaluru
"Address_101, Bangalore",Resto_101,No,No,4.4/5,302,080-6779998,Jayanagar,Quick Service Restaurant,Pasta,Desserts,2000,Sample Review Text...,1,Buffet,Bengaluru
"Address_227, Bangalore",Nandhana Palace,Yes,Yes,4.4/5,1195,080-7865417,JP Nagar,Fine Dining,Pizza,North Indian,600,Sample Review Text...,1,Drinks & nightlife,Bengaluru
"Address_791, Bangalore",Onesta,Yes,Yes,2.3/5,2798,080-8467647,Jayanagar,Pub,Biryani,"Fast Food, South Indian, Desserts",600,Sample Review Text...,3,Buffet,Bengaluru
"Address_945, Bangalore",Resto_945,Yes,Yes,3.7/5,1952,080-1712357,Whitefield,Bakery,Sushi,"Chinese, South Indian, Beverages, Mexican, Desserts",2500,Sample Review Text...,5,Cafes,Bengaluru
"Address_146, Bangalore",Resto_146,Yes,No,3.8/5,1349,080-4369728,Marathahalli,Quick Service Restaurant,Salad,"Fast Food, South Indian, Continental, Beverages","3,000",Sample Review Text...,4,Drinks & nightlife,Bengaluru
"Address_837, Bangalore",McDonald's,No,Yes,4.4/5,141,080-2139083,Whitefield,Quick Service Restaurant,Pasta,"Fast Food, North Indian, Beverages, Thai, Mexican",600,Sample Review Text...,5,Dine-out,Bengaluru
"Address_581, Bangalore",Resto_581,Yes,No,,1460,080-2633762,Whitefield,Bakery,Sushi,"Italian, Thai, Mexican, Beverages, South Indian",600,Sample Review Text...,5,Cafes,Bengaluru
"Address_523, Bangalore",Onesta,Yes,No,2.6/5,586,080-9089445,Koramangala,Cafe,Burgers,"Chinese, Continental, Desserts, Fast Food","2,000",Sample Review Text...,4,Dine-out,Bengaluru
"Address_863, Bangalore",Pizza Hut,No,No,NEW,357,080-3717830,Whitefield,Fine Dining,Pizza,"Desserts, Mexican, Italian",600,Sample Review Text...,3,Buffet,Bengaluru
"Address_19, Bangalore",Empire Restaurant,Yes,No,2.1/5,1366,080-2262382,Jayanagar,Fine Dining,Pasta,"South Indian, Desserts, Mexican",2500,Sample Review Text...,3,Buffet,Bengaluru
"Address_183, Bangalore",Leon Grill,Yes,No,4.7/5,207,080-4602338,Jayanagar,Pub,Pasta,"Mexican, Desserts, North Indian, Italian",1500,Sample Review Text...,4,Drinks & nightlife,Bengaluru
"Address_735, Bangalore",Resto_735,No,No,2.1/5,866,080-3859007,Whitefield,Cafe,Sushi,"North Indian, Continental, Thai, Desserts, Beverages",2500,Sample Review Text...,5,Pubs and bars,Bengaluru
"Address_475, Bangalore",Empire Restaurant,No,No,3.8/5,1683,080-2699161,HSR Layout,Bar,Sushi,"Fast Food, North Indian, Desserts, Italian, Mexican",,Sample Review Text...,5,Pubs and bars,Bengaluru
"Address_486, Bangalore",KFC,No,Yes,4.6/5,2340,080-5950084,Jayanagar,Bar,Salad,"Continental, Beverages, Chinese",600,Sample Review Text...,3,Buffet,Bengaluru
"Address_962, Bangalore",Empire Restaurant,Yes,No,4.6/5,362,080-4571088,Koramangala,Bakery,Pizza,"Desserts, Chinese","1,200",Sample Review Text...,2,Dine-out,Bengaluru
"Address_245, Bangalore",Pizza Hut,Yes,No,NEW,2972,080-4246367,Marathahalli,Quick Service Restaurant,Sushi,"South Indian, Italian, Chinese",1000,Sample Review Text...,3,Cafes,Bengaluru
"Address_139, Bangalore",McDonald's,Yes,Yes,4.6/5,2835,080-1552000,Marathahalli,Quick Service Restaurant,Pasta,Chinese,"1,000",Sample Review Text...,1,Drinks & nightlife,Bengaluru
"Address_704, Bangalore",Resto_704,No,No,2.5/5,816,080-7100417,Jayanagar,Quick Service Restaurant,Sushi,"Desserts, Continental, Chinese",2000,Sample Review Text...,3,Pubs and bars,Bengaluru
"Address_266, Bangalore",McDonald's,Yes,No,2.3/5,2759,080-4190481,JP Nagar,Casual Dining,Salad,"South Indian, Desserts, Thai, Fast Food, Chinese",3000,Sample Review Text...,5,Pubs and bars,Bengaluru
"Address_116, Bangalore",Onesta,Yes,Yes,2.8/5,2302,080-1851702,Whitefield,Cafe,Burgers,Fast Food,3000,Sample Review Text...,1,Pubs and bars,Bengaluru
"Address_90, Bangalore",Onesta,Yes,Yes,3.4/5,2195,080-5035998,,Fine Dining,Steak,"Fast Food, Italian, South Indian, Desserts, Beverages",,Sample Review Text...,5,Dine-out,Bengaluru
"Address_63, Bangalore",Pizza Hut,No,Yes,NEW,2201,080-2661307,Jayanagar,Bakery,Salad,"Thai, Beverages, Mexican, Continental",600,Sample Review Text...,4,Buffet,Bengaluru
"Address_163, Bangalore",Resto_163,No,Yes,4.5/5,1807,080-7047102,Marathahalli,Casual Dining,Dosa,"Italian, South Indian, Continental, Chinese",1000,Sample Review Text...,4,Delivery,Bengaluru
"Address_516, Bangalore",Resto_516,No,No,3.5/5,2183,080-6777952,MG Road,Pub,Pasta,"Mexican, Chinese, Beverages",3000,Sample Review Text...,3,Drinks & nightlife,Bengaluru
"Address_76, Bangalore",Resto_76,Yes,No,NEW,173,080-8007741,MG Road,Casual Dining,Dosa,"Chinese, Thai, Mexican, Continental",1500,Sample Review Text...,4,Delivery,Bengaluru
"Address_805, Bangalore",Resto_805,Yes,Yes,,14,080-2240239,Koramangala,Bar,Biryani,"Fast Food, Chinese, Italian, Mexican",200,Sample Review Text...,4,Pubs and bars,Bengaluru
"Address_644, Bangalore",Resto_644,Yes,Yes,3.2/5,2238,080-8947918,Indiranagar,Quick Service Restaurant,Sushi,"Beverages, Desserts",800,Sample Review Text...,2,Drinks & nightlife,Bengaluru
"Address_584, Bangalore",Leon Grill,No,Yes,3.3/5,695,080-2497018,Whitefield,Cafe,Pizza,Continental,3000,Sample Review Text...,1,Dine-out,Bengaluru
"Address_103, Bangalore",Resto_103,No,Yes,3.8/5,382,080-1476028,Jayanagar,Pub,Pizza,"South Indian, Fast Food, Thai, Mexican, Continental",200,Sample Review Text...,5,Delivery,Bengaluru
"Address_98, Bangalore",Resto_98,Yes,Yes,3.4/5,1585,080-3277144,Indiranagar,Quick Service Restaurant,Pizza,"Desserts, Italian, Continental",2000,Sample Review Text...,3,Cafes,Bengaluru
"Address_272, Bangalore",Resto_272,No,Yes,4.5/5,2117,080-2007243,JP Nagar,Bar,Burgers,"Continental, Fast Food, North Indian, Italian",400,Sample Review Text...,4,Drinks & nightlife,Bengaluru
"Address_508, Bangalore",Resto_508,Yes,No,2.8/5,97,080-5166421,HSR Layout,Bar,Burgers,"Thai, Italian, Beverages",2500,Sample Review Text...,3,Buffet,Bengaluru
"Address_434, Bangalore",Resto_434,No,No,3.3/5,2745,080-5350628,Marathahalli,Pub,Pizza,"Thai, South Indian, Italian",600,Sample Review Text...,3,Cafes,Bengaluru
"Address_763, Bangalore",Resto_763,No,No,3.3/5,2419,080-1574205,Whitefield,Bar,Steak,"Thai, Mexican",1200,Sample Review Text...,2,Pubs and bars,Bengaluru
"Address_110, Bangalore",Resto_110,No,Yes,,561,080-6344047,JP Nagar,Bar,Pasta,"Beverages, Desserts, South Indian, Continental",2500,Sample Review Text...,4,Cafes,Bengaluru
"Address_482, Bangalore",Resto_482,Yes,No,4.6/5,1386,080-8276581,HSR Layout,Quick Service Restaurant,Pizza,"Italian, Thai, Beverages, Desserts",600,Sample Review Text...,4,Delivery,Bengaluru
"Address_279, Bangalore",Leon Grill,No,No,2.0/5,2014,080-1121097,Marathahalli,Quick Service Restaurant,Sushi,Mexican,1000,Sample Review Text...,1,Dine-out,Bengaluru
"Address_603, Bangalore",Resto_603,Yes,Yes,-,1404,080-4235406,JP Nagar,Bakery,Biryani,"Fast Food, Beverages, North Indian, Chinese, Continental","1,000",Sample Review Text...,5,Buffet,Bengaluru
"Address_384, Bangalore",Pizza Hut,No,No,4.3/5,630,080-5106228,Whitefield,Quick Service Restaurant,Biryani,"Chinese, Continental, Mexican, Fast Food","2,000",Sample Review Text...,4,Delivery,Bengaluru
"Address_498, Bangalore",McDonald's,No,No,2.6/5,182,080-7699844,Marathahalli,Casual Dining,Burgers,Desserts,1500,Sample Review Text...,1,Cafes,Bengaluru
"Address_358, Bangalore",Pizza Hut,Yes,No,4.4/5,261,080-7744585,Indiranagar,Casual Dining,Sushi,"Fast Food, Italian, Chinese, Mexican",800,Sample Review Text...,4,Delivery,Bengaluru
"Address_138, Bangalore",Resto_138,Yes,No,4.5/5,2677,080-2387242,Koramangala,Casual Dining,Salad,"Mexican, Fast Food, Desserts, North Indian",200,Sample Review Text...,4,Cafes,Bengaluru
"Address_299, Bangalore",Resto_299,No,No,3.7/5,368,080-1827302,HSR Layout,Bakery,Steak,"Mexican, South Indian, Beverages",1200,Sample Review Text...,3,Drinks & nightlife,Bengaluru
"Address_913, Bangalore",Empire Restaurant,Yes,Yes,4.3/5,1106,080-5669108,Jayanagar,Casual Dining,Pizza,"Thai, Chinese, Desserts, Continental",400,Sample Review Text...,4,Drinks & nightlife,Bengaluru
"Address_382, Bangalore",Onesta,No,No,4.3/5,1736,080-9813089,MG Road,Cafe,Sushi,"Fast Food, Chinese, South Indian, Beverages, Desserts","2,000",Sample Review Text...,5,Delivery,Bengaluru
"Address_864, Bangalore",Resto_864,Yes,No,3.6/5,2282,080-1666991,Whitefield,Bakery,Burgers,South Indian,3000,Sample Review Text...,1,Dine-out,Bengaluru
"Address_496, Bangalore",KFC,No,No,3.7/5,373,080-4012820,Whitefield,Fine Dining,Steak,"Thai, Continental, Mexican, Beverages",600,Sample Review Text...,4,Cafes,Bengaluru
"Address_801, Bangalore",Resto_801,Yes,Yes,3.4/5,520,080-2130790,Koramangala,Bakery,Burgers,"Chinese, Fast Food, Italian, North Indian",1500,Sample Review Text...,4,Cafes,Bengaluru
"Address_648, Bangalore",Nandhana Palace,No,Yes,2.1/5,145,080-4821097,Marathahalli,Pub,Biryani,"Thai, Mexican",2000,Sample Review Text...,2,Delivery,Bengaluru
"Address_415, Bangalore",Pizza Hut,No,Yes,4.2/5,1218,080-5597569,HSR Layout,Bar,Pizza,"Desserts, Thai",1500,Sample Review Text...,2,Cafes,Bengaluru
"Address_353, Bangalore",Resto_353,Yes,No,3.7/5,2111,080-9087731,Marathahalli,Bakery,Pizza,"Mexican, Chinese, Italian, North Indian","1,500",Sample Review Text...,4,Buffet,Bengaluru
"Address_553, Bangalore",Resto_553,No,Yes,4.3/5,422,080-4224201,Jayanagar,Cafe,Pasta,"South Indian, Italian, Chinese, Desserts, Beverages",200,Sample Review Text...,5,Cafes,Bengaluru
"Address_802, Bangalore",Onesta,Yes,No,2.1/5,2062,080-3562057,HSR Layout,Bar,Sushi,"Thai, North Indian",3000,Sample Review Text...,2,Drinks & nightlife,Bengaluru
"Address_378, Bangalore",Resto_378,Yes,No,2.4/5,1836,080-8684648,Jayanagar,Pub,Sushi,"Chinese, North Indian, Mexican",2000,Sample Review Text...,3,Dine-out,Bengaluru
"Address_364, Bangalore",Leon Grill,Yes,Yes,2.3/5,963,080-2847722,Marathahalli,Pub,Sushi,"Thai, Mexican, Italian, Fast Food, Beverages",1200,Sample Review Text...,5,Dine-out,Bengaluru
"Address_304, Bangalore",Empire Restaurant,Yes,No,3.9/5,2703,080-7484783,JP Nagar,Bar,Burgers,North Indian,"1,000",Sample Review Text...,1,Cafes,Bengaluru
"Address_488, Bangalore",McDonald's,Yes,No,3.5/5,2636,080-4360587,Indiranagar,Bar,Sushi,"Italian, Chinese, Beverages",400,Sample Review Text...,3,Dine-out,Bengaluru
"Address_164, Bangalore",Resto_164,Yes,Yes,2.9/5,2864,080-2307594,HSR Layout,Bakery,Pasta,Chinese,200,Sample Review Text...,1,Buffet,Bengaluru
"Address_68, Bangalore",Onesta,No,Yes,2.9/5,607,080-9901266,Indiranagar,Cafe,Dosa,"Fast Food, Beverages, Thai","1,500",Sample Review Text...,3,Cafes,Bengaluru
"Address_973, Bangalore",Burger King,No,No,NEW,225,080-6617699,Indiranagar,Bar,Biryani,"Beverages, Italian, Chinese, North Indian",800,Sample Review Text...,4,Delivery,Bengaluru
"Address_277, Bangalore",Burger King,No,Yes,2.8/5,2566,080-8838205,Jayanagar,Cafe,Dosa,"South Indian, North Indian, Beverages, Thai, Fast Food","1,200",Sample Review Text...,5,Buffet,Bengaluru
"Address_814, Bangalore",Onesta,Yes,Yes,4.9/5,1484,080-6700506,Marathahalli,Pub,Pizza,"South Indian, Desserts, North Indian, Italian, Thai",3000,Sample Review Text...,5,Drinks & nightlife,Bengaluru
"Address_499, Bangalore",Resto_499,No,Yes,2.4/5,2745,080-5683223,Marathahalli,Bakery,Pasta,"Chinese, Fast Food, Italian, Thai",2000,Sample Review Text...,4,Dine-out,Bengaluru
"Address_637, Bangalore",Resto_637,Yes,Yes,4.2/5,985,080-9270565,Jayanagar,Pub,Sushi,"Italian, Desserts, Beverages, South Indian, Mexican",400,Sample Review Text...,5,Pubs and bars,Bengaluru
"Address_800, Bangalore",Resto_800,Yes,No,NEW,2199,080-5387228,JP Nagar,Cafe,Pizza,"Mexican, Continental, Beverages","1,000",Sample Review Text...,3,Delivery,Bengaluru
"Address_58, Bangalore",Resto_58,No,Yes,4.5/5,436,080-1822825,HSR Layout,Bakery,Salad,"Thai, Continental, Beverages, North Indian, Fast Food",1500,Sample Review Text...,5,Drinks & nightlife,Bengaluru
"Address_76, Bangalore",Resto_76,Yes,No,NEW,173,080-8007741,MG Road,Casual Dining,Dosa,"Chinese, Thai, Mexican, Continental",1500,Sample Review Text...,4,Delivery,Bengaluru
"Address_368, Bangalore",Empire Restaurant,No,Yes,,1927,080-1208423,Koramangala,Bakery,Steak,"Mexican, Desserts, Chinese, Italian, Fast Food",800,Sample Review Text...,5,Dine-out,Bengaluru
"Address_940, Bangalore",Resto_940,Yes,No,3.8/5,1823,080-7300282,Whitefield,Quick Service Restaurant,Salad,"Fast Food, Italian, North Indian",800,Sample Review Text...,3,Delivery,Bengaluru
"Address_328, Bangalore",Onesta,No,Yes,,180,080-4520626,Indiranagar,Quick Service Restaurant,Sushi,"North Indian, Chinese, Continental, Fast Food",3000,Sample Review Text...,4,Dine-out,Bengaluru
"Address_889, Bangalore",Leon Grill,No,No,2.0/5,930,080-7975966,Marathahalli,Quick Service Restaurant,Biryani,"Mexican, Desserts, Beverages, South Indian",800,Sample Review Text...,4,Dine-out,Bengaluru
"Address_966, Bangalore",Empire Restaurant,No,No,2.5/5,2448,080-8653803,MG Road,Bar,Pizza,"Fast Food, Mexican, Continental, Beverages, Desserts",3000,Sample Review Text...,5,Buffet,Bengaluru
"Address_123, Bangalore",Nandhana Palace,No,No,NEW,2310,080-4446065,Indiranagar,Casual Dining,Salad,"Beverages, Italian, South Indian, Chinese, Desserts",2500,Sample Review Text...,5,Delivery,Bengaluru
"Address_169, Bangalore",Leon Grill,No,No,4.0/5,1929,080-7676912,Indiranagar,Casual Dining,Dosa,"Chinese, North Indian, Continental, Fast Food, Beverages",200,Sample Review Text...,5,Pubs and bars,Bengaluru
"Address_840, Bangalore",KFC,No,Yes,,952,080-7640569,Jayanagar,Bar,Biryani,"Beverages, Thai",1200,Sample Review Text...,2,Buffet,Bengaluru
"Address_710, Bangalore",Leon Grill,Yes,Yes,2.2/5,967,080-7279004,HSR Layout,Bakery,Biryani,Italian,600,Sample Review Text...,1,Cafes,Bengaluru
"Address_121, Bangalore",McDonald's,No,Yes,3.0/5,967,080-9430894,Koramangala,Fine Dining,Dosa,Desserts,1000,Sample Review Text...,1,Pubs and bars,Bengaluru
"Address_790, Bangalore",Empire Restaurant,Yes,No,NEW,7,080-2164158,Koramangala,Casual Dining,Pasta,"Mexican, Continental, North Indian",3000,Sample Review Text...,3,Dine-out,Bengaluru
